CN(C)c1noc2c(Br)nc(C#N)c(Br)c12
O=C1c2c(ccc(Br)c2O)-c2ccc(Br)c(S(=O)(=O)O)c21
CN(C)c1cc2c3ccc(Br)cc3c3cccnc3c2c(C(Cl)(Cl)Cl)c1Br
Cc1ccc2c(c1)nnc1c(C#N)c(C)cc(S(=O)(=O)O)c12
CSc1cc(C)nc2ccc3c(F)c(C)ccc3c12
O=[N+]([O-])c1cc2cc3cc(Br)ncc3cc2c(C(Cl)(Cl)Cl)c1Br
CN(C)c1cnc2c(Br)c3ccc(C(F)(F)F)cc3c(Br)c2c1
COc1cc(Br)cc2c3ncccc3c3c(O)c(Br)ccc3c12
COC(=O)c1cnc2c(Br)c3c(C(F)(F)F)ccnc3c(Br)c2c1
CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(Br)c3O)c2c1cc(Br)cc2C(Cl)(Cl)Cl
CSc1cc(C)cc2ccc3c(F)c(C)ccc3c12
O=C(O)c1c(Br)c(C(=O)O)c2nnc3cc(Br)cc4nnc1c2c43
Cn1c(=O)c2cc(F)c3c4c(Br)cc5c(=O)n(C)c(=O)c6cc(C(=O)O)c(c7c(Br)cc(c1=O)c2c37)c4c56
CN(C)c1cncc2c(Br)c3cnc(S)cc3c(Br)c12
CSc1cc2c(Br)c3nsnc3c(Br)c2cc1N
Cc1cnc2c(ccc3nc(C)c([N+](=O)[O-])cc32)c1C(F)(F)F
CN(C)c1cccc2c(Br)c3cc(O)cnc3c(Br)c12
FC(F)(F)c1ccnc2c3cc(Br)c(C(Cl)(Cl)Cl)cc3c3ccc(Br)cc3c12
COC(=O)c1cc2c(cc1Br)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(Br)c(C(=O)O)cc21
CN(C)c1cc2c3cc(Br)ccc3c3ccc(Br)cc3c2cc1O
COc1ccc2c(Br)c3onnc3c(Br)c2c1O
COC(=O)c1c(C(F)(F)F)ncc2c(Br)oc(Br)c12
O=C(O)c1cc(Br)cc2c1-c1c(cc(Br)cc1[N+](=O)[O-])C2
CN(C)c1c2cc(Br)ccc2cc2c(C(F)(F)F)c(Br)cnc12
O=[N+]([O-])c1c(Br)sc2c(O)c(Br)sc12
ClC(Cl)(Cl)c1cc(Br)cc2nc3ccc(Br)cc3cc12
Cn1c2cc(Br)sc2c2sc3c(sc4c5sc(Br)c(S)c5n(C)c43)c21
O=C(O)c1cc(Br)c2cc3ccc(O)c(Br)c3nc2c1
Cn1c(=O)c2ccc3c4c(Br)c(C#N)c5c(=O)n(C)c(=O)c6c(C(=O)O)cc(c7c(Br)cc(c1=O)c2c37)c4c65
CN(C)c1cc2c(cc1Br)[nH]c1cc(Br)c(S(=O)(=O)O)cc12
CSc1cc(Br)nc2nc(C(F)(F)F)c(Br)cc12
Oc1cc(C(F)(F)F)cc2c1=C(Br)C1=CN=NC1C=2Br
COc1cc(Br)c2ccnc(Br)c2c1[N+](=O)[O-]
N#Cc1c(Br)cc(N)c2c1oc1cc(Br)ccc12
N#Cc1cccc2c1c1cc(Br)ccc1c1ccc(Br)c(C(=O)O)c12
COc1c([N+](=O)[O-])cc(Br)c2nccc(Br)c12
COC(=O)c1cc2c(O)c(Br)ccc2cc1Br
N#Cc1cc(Br)cc2c3ncc(O)cc3c3cc(Br)ccc3c12
COc1cc(Br)cc2c3ccccc3c3cc(Br)c(C(Cl)(Cl)Cl)cc3c12
COc1nc(Br)c2ccnc(Br)c2c1S(=O)(=O)O
COC(=O)c1nc2cc(Br)cc3nc(C(Cl)(Cl)Cl)c4cc(Br)cc1c4c23
Oc1nnc(F)c2c(Br)ccc(Br)c12
COC(=O)c1c(O)ccc2c(Br)c3nnsc3c(Br)c12
COc1cc2cc3cc(Br)ccc3cc2c(N(C)C)c1Br
CSc1c2ccc(F)c(Br)c2cc2cccc(Br)c12
Nc1cc2nc(Br)nc3cc(C(Cl)(Cl)Cl)c4nc(Br)nc1c4c23
Cc1cc(S)c2c(ccc3cc(C)c(C(Cl)(Cl)Cl)cc32)c1
Oc1c(F)ccc2c(Br)oc(Br)c12
COC(=O)c1c(Br)cc2oc3cc(Br)ccc3c2c1C(F)(F)F
Nc1c(Br)ccc2nc3c(N)c(Br)ccc3nc12
CN(C)c1ccnc2c(Br)c3nc(C(F)(F)F)ccc3c(Br)c12
COC(=O)c1c(C)ncc2c1ccc1nc(C)cc(C(Cl)(Cl)Cl)c12
Nc1nc(O)c(Br)c2nccc(Br)c12
COC(=O)c1cc2cc3c(Br)cnc(O)c3cc2c(Br)n1
COc1ncc(N(C)C)c2c(Br)c3ccccc3c(Br)c12
CSc1c(C)ccc2c1cnc1cc(C)cc(N(C)C)c12
CN(C)c1cc2c(cc1Br)S(=O)(=O)c1cc(Br)cc(S(=O)(=O)O)c1-2
CSc1c(C#N)ccc2c(Br)ncc(Br)c12
O=[N+]([O-])c1c(F)c(Br)c2ncccc2c1Br
O=C(O)c1c(Br)cc2oc3cc(Br)ccc3c2c1S(=O)(=O)O
CN(C)c1cc2c(Br)c3ccccc3c(Br)c2cn1
N#Cc1ccc(Br)c2cc3nccc(Br)c3c(F)c12
N#Cc1ccc2c(Br)cc(S(=O)(=O)O)cc2c1Br
Cc1cc(C(=O)O)c2c(c1)cc(C(Cl)(Cl)Cl)c1cc(C)cnc12
Sc1cnc2c(Br)c3c(S)cccc3c(Br)c2c1
Oc1c(Br)cnc2cc3nc(Br)c(S)cc3cc12
O=C(O)c1ncc(S(=O)(=O)O)c2c(Br)c3nsnc3c(Br)c12
COc1cc2cc(C)cnc2c2ccc(C)c(C(=O)O)c12
O=C(O)c1nc(S(=O)(=O)O)c(Br)c2ccnc(Br)c12
COC(=O)c1c(C)cc(C#N)c2c1nnc1cc(C)ccc12
O=C(O)c1cc2c(Br)c3ccncc3c(Br)c2cc1C(F)(F)F
COC(=O)c1cc(Br)cc2c(O)c3cnc(Br)cc3cc12
CSc1nnc(SC)c2c(Br)c3sncc3c(Br)c12
Cc1cc2nnc3c(C#N)c(C)ccc3c2cc1S
N#Cc1c(Br)cc2cc(C(F)(F)F)c3cc(Br)cc4ccc1c2c43
FC(F)(F)c1nc2c(Br)cncc2c(Br)c1S
CSc1cc2nc(C)ccc2c2ccc(C)c(N(C)C)c12
Fc1cc(Br)nc2cnc(Br)c(C(Cl)(Cl)Cl)c12
Cn1c(=O)c2cc(Br)sc2c2cc3c(=O)n(C)c(=O)c4c(S(=O)(=O)O)c(Br)sc4c3c(O)c2c1=O
CSc1ccnc2c(Br)c3ncc(C(=O)O)cc3c(Br)c12
N#Cc1c(Br)[nH]c2cc3cc(Br)[nH]c3c(N)c12
O=S(=O)(O)c1cc2c(Br)ccc(Br)c2cc1O
Cn1c2cc(Br)sc2c2c([N+](=O)[O-])c3c(c([N+](=O)[O-])c21)c1sc(Br)cc1n3C
CN(C)c1ccc2cc3c(Br)c(S)ccc3cc2c1Br
COC(=O)c1cc2c(Br)c3cc(C(F)(F)F)ccc3c(Br)c2cn1
CSc1cc2c(C(=O)O)c(C)ccc2c2ccc(C)nc12
Cc1ccc2c(n1)c(F)cc1cc(C)c(N)nc12
COC(=O)c1cc(Br)cc2c3nccnc3c3cc(Br)c([N+](=O)[O-])cc3c12
O=C(O)c1ccc2c(S(=O)(=O)O)c3c(Br)ccnc3cc2c1Br
N#Cc1ccc2c(Br)cc(C(Cl)(Cl)Cl)cc2c1Br
COC(=O)c1ccc(C(F)(F)F)c2c(Br)ncc(Br)c12
N#Cc1nc(C(Cl)(Cl)Cl)c(Br)c2nccc(Br)c12
CSc1c(Br)ncc2cc3cc(Br)nc(C(F)(F)F)c3cc12
O=[N+]([O-])c1cnc(Br)c2c(S)ccc(Br)c12
COc1ncc(SC)c2c(Br)ccc(Br)c12
CSc1nncc2c1=C(Br)C1N=NC(S)=C1C=2Br
COc1c2oc(Br)cc2cc2oc(Br)c(C(Cl)(Cl)Cl)c12
O=[N+]([O-])c1cc2c(Br)cc(C(F)(F)F)cc2c(Br)n1
Cc1cc(N)c2c(ccc3nc(C)cc(F)c32)n1
COc1cc2nc(C)c([N+](=O)[O-])cc2c2ccc(C)cc12
Fc1cccc2c3cc(Br)cc(S)c3c3ccc(Br)cc3c12
Nc1c(Br)oc(Br)c1C(F)(F)F
COc1cnc2c3cc(Br)ccc3c3ccc(Br)c(F)c3c2n1
CN(C)c1cc(Br)c2cc(S(=O)(=O)O)ccc2c1Br
Cn1c(=O)c2cc(Br)sc2c2c(C#N)c3c(=O)n(C)c(=O)c4c(C#N)c(Br)sc4c3cc2c1=O
N#Cc1nc(O)c(Br)c2cc3cncc(Br)c3cc12
COC(=O)c1cc(S(=O)(=O)O)c(Br)c2cc3cccc(Br)c3cc12
FC(F)(F)c1cc(Br)c2c(C(F)(F)F)c3cccc(Br)c3cc2c1
O=[N+]([O-])c1cc2cc3c(S(=O)(=O)O)c(Br)ccc3cc2cc1Br
CSc1ccc2c(Br)c3oncc3c(Br)c2c1S
COc1cc2cc(Br)c(N(C)C)cc2nc1Br
COc1cc(Br)c2c(N)c3nccc(Br)c3cc2n1
CSc1ccc(C(F)(F)F)c2c(Br)c3oncc3c(Br)c12
Cc1ccc2c(ccc3c(S(=O)(=O)O)c(C)c(C(Cl)(Cl)Cl)cc32)c1
Cc1cc2c(C#N)c(C(Cl)(Cl)Cl)c3nc(C)ccc3c2cn1
O=C(O)c1c(Br)[nH]c2c1oc1c(S(=O)(=O)O)c(Br)[nH]c12
COC(=O)c1cc2nc3cc(Br)ccc3nc2c(C(=O)OC)c1Br
N#Cc1cc(Br)c(O)c2cc3ncc(Br)cc3cc12
O=[N+]([O-])c1cc2c(Br)c3ccncc3c(Br)c2cc1C(F)(F)F
CSc1c(Br)c(C(=O)O)cc2cc3cc(Br)ccc3cc12
COc1cnc2c(Br)ccc([N+](=O)[O-])c2c1Br
Fc1c(Br)sc2cc3cc(Br)sc3c(C(F)(F)F)c12
O=S(=O)(O)c1c(Br)cc2cc3ccc(Br)cc3cc2c1S(=O)(=O)O
O=S(=O)(O)c1c(Br)[nH]c(Br)c1C(F)(F)F
O=S(=O)(O)c1cc2c(cc1Br)sc1cc(Br)c(S(=O)(=O)O)cc12
COc1cc(C)cc2ncc3cc(C)cc(O)c3c12
FC(F)(F)c1c(Br)cc2ncc3cc(Br)cc4nc(S)c1c2c34
O=S(=O)(O)c1cc(C(Cl)(Cl)Cl)c2c(Br)c3sncc3c(Br)c2c1
COc1cc(C)c([N+](=O)[O-])c2nnc3cc(C)ccc3c12
N#Cc1cnc2c(c1)c1cc(Br)ccc1c1cc(C(Cl)(Cl)Cl)c(Br)cc12
Nc1cccc2c(Br)c3ccc(F)cc3c(Br)c12
ClC(Cl)(Cl)c1c(Br)[nH]c2cc3cc(Br)[nH]c3cc12
CSc1c(Br)c(O)nc2cc3cc(Br)ccc3cc12
COC(=O)c1nc(Br)cc(S)c1Br
COC(=O)c1cc2c(cc1Br)S(=O)(=O)c1cc(Br)cc(C(Cl)(Cl)Cl)c1-2
COC(=O)c1nnc(S(=O)(=O)O)c2c(Br)c3sncc3c(Br)c12
COc1cc2c(cc1C)ncc1cc(C)c(C(=O)O)nc12
O=C(O)c1nc(Br)cc2cc3cc(S(=O)(=O)O)c(Br)cc3cc12
Nc1c(Br)nc2ncc(Br)cc2c1[N+](=O)[O-]
N#Cc1cc2c(cc1Br)c1cccnc1c1cc(Br)c([N+](=O)[O-])cc21
CSc1cc(C)nc2ccc3c(C(Cl)(Cl)Cl)c(C)ncc3c12
O=[N+]([O-])C1=C2C(Br)=c3cnncc3=C(Br)C2(F)N=N1
N#Cc1ccnc2c(Br)ccc(Br)c12
COc1nc(Br)c2ccc(S(=O)(=O)O)nc2c1Br
N#Cc1c(Br)cc(C(Cl)(Cl)Cl)c2c1C(=O)c1cc(Br)ccc1-2
Oc1nc(S)cc2c(Br)c3nonc3c(Br)c12
COC(=O)c1ncc(Br)c2c(O)c3cccc(Br)c3cc12
N#CC1=C(Br)C2=CN=NC2C(Br)=N1
CN(C)c1c(C(Cl)(Cl)Cl)c(Br)c2cccnc2c1Br
O=[N+]([O-])c1c(Br)ncc2cc3c(S)c(Br)ncc3cc12
CN(C)c1cc2c(cc1Br)C(=O)c1cc(Br)cc(C(=O)O)c1-2
COc1c2cc(Br)ccc2nc2c(C#N)c(Br)ccc12
COc1c(C)cc2cnc3cc(C)ccc3c2c1N(C)C
Cc1cc2ccc3nc(C)c([N+](=O)[O-])cc3c2cc1C#N
O=C1c2cc(Br)ccc2-c2ccc(Br)c(S)c21
O=C(O)c1cc(Br)c2cc3cncc(Br)c3c(S)c2c1
COC1=C(Br)C2=CN=NC2(SC)C(Br)=N1
O=C(O)c1c2ccc(Br)cc2nc2ccc(Br)c(C(F)(F)F)c12
Nc1c(Br)ccc2c3cc([N+](=O)[O-])c(Br)cc3c3ccccc3c12
COc1cc(Br)c2cc3ncc(S)c(Br)c3cc2n1
COc1c(Br)ccc2nc3c(OC)c(Br)ccc3nc12
CSc1nc2c(C(Cl)(Cl)Cl)c(Br)ncc2cc1Br
Cc1cnc2c(c1)c(C(Cl)(Cl)Cl)c(S(=O)(=O)O)c1nc(C)ccc12
COC(=O)c1c(Br)nc2ncc(Br)cc2c1N(C)C
FC(F)(F)c1cc(S)nc2c(Br)oc(Br)c12
COc1c(Br)ncc2nc(Br)c(F)cc12
N#Cc1nc2cc(Br)cc3ccc4c(N)c(Br)cc1c4c32
O=C(O)c1ncc2c(Br)c3nonc3c(Br)c2c1S(=O)(=O)O
O=C(O)c1cc(Br)c2c(C(F)(F)F)ncc(Br)c2c1
Nc1ccc2cc3c(Br)c(C(Cl)(Cl)Cl)ccc3cc2c1Br
CN(C)c1c(N(C)C)c2c3c(Br)cc4c(=O)n(C)c(=O)c5ccc(c6c(Br)cc7c(=O)n(C)c(=O)c1c7c62)c3c54
O=C(O)c1c2ccc(Br)cc2nc2cc(F)c(Br)cc12
COC(=O)c1ncc2c(Br)c3nsnc3c(Br)c2c1OC
COC(=O)c1ccnc2c(Br)c3cccc(S(=O)(=O)O)c3c(Br)c12
O=C(O)c1ccc(C(F)(F)F)c2c(Br)nnc(Br)c12
O=S(=O)(O)c1cc2cc(Br)cc3cnc4cc(Br)c(F)c1c4c32
N#CC1=C(Br)S(=O)(=O)C(Br)=C1C(F)(F)F
Oc1c(C(Cl)(Cl)Cl)c2cc(Br)cc3ccc4nc(Br)cc1c4c32
COC(=O)c1c(Br)nc2cnc(Br)cc2c1S(=O)(=O)O
CSc1ccc(Br)c2cc(C(F)(F)F)cc(Br)c12
Sc1cc(C(Cl)(Cl)Cl)cc2c(Br)c3ccncc3c(Br)c12
N#Cc1cc(S(=O)(=O)O)cc2c1=C(Br)C1=CN=NC1C=2Br
N#Cc1cc2c(cc1Br)sc1cc(Br)c(O)cc12
CSc1cc2c3cc(S)c(Br)cc3c3ccccc3c2cc1Br
Fc1cc2cc(Br)c(C(Cl)(Cl)Cl)c3ccc4cc(Br)nc1c4c23
Cc1ccc2c(cnc3c(C(=O)O)c(C)cc(S)c32)c1
N#Cc1cnc2c(Br)c3nccc(C#N)c3c(Br)c2c1
Oc1c(C(F)(F)F)c(Br)c2nnsc2c1Br
O=C(O)c1ncc2c(Br)ncc(F)c2c1Br
O=S(=O)(O)c1cc2c(cc1Br)S(=O)(=O)c1cc(Br)c(S)cc1-2
Nc1nc(S)c2c(Br)nccc2c1Br
COC(=O)c1c2cccc(Br)c2cc2cc(C#N)cc(Br)c12
O=S(=O)(O)c1c(Br)cc2[nH]c3cc(Br)ccc3c2c1S
COC(=O)c1c(Br)ncc2c(N(C)C)c3cc(Br)ccc3cc12
COC(=O)c1cnc2c(Br)ccc(C#N)c2c1Br
COC(=O)c1c2c(cc3c1C(C)(C)c1nc(Br)sc1-3)C(C)(C)c1nc(Br)sc1-2
COC(=O)C12N=NC=C1C(Br)=c1cncc(N(C)C)c1=C2Br
O=C(O)c1nnc(C(Cl)(Cl)Cl)c2c1=C(Br)C1=CN=NC1C=2Br
COC(=O)c1c(Br)sc2c1c(=O)n(C)c(=O)c1cc3c(cc12)c(=O)n(C)c(=O)c1c(S(=O)(=O)O)c(Br)sc13
COC(=O)c1nc(C)cc2ccc3nc(C)cc(N(C)C)c3c12
Nc1c(C(=O)O)c2cc(Br)cc3ccc4cc(Br)cc1c4c32
CSc1cc(Br)c2ncnc(N(C)C)c2c1Br
O=[N+]([O-])c1c(Br)cc2ncc3cc(Br)cc4cc(C(Cl)(Cl)Cl)c1c2c34
Cc1ccc2c(cc(O)c3cc(C)c([N+](=O)[O-])nc32)n1
CN(C)c1nc(Br)c2nc(N)ccc2c1Br
COc1cc2c(cc1Br)Cc1cc(Br)c([N+](=O)[O-])cc1-2
O=C(O)c1ccc(F)c2c(Br)ccc(Br)c12
CSc1c(Br)ncc2cc3cc(Br)ccc3cc12
CSc1nc(S)c2cc3c(Br)nccc3cc2c1Br
N#Cc1cc(Br)c2cnc([N+](=O)[O-])c(Br)c2n1
COc1ccc2c(Br)c3cnoc3c(Br)c2c1S(=O)(=O)O
COc1nc(Br)cc2cc3cc([N+](=O)[O-])c(Br)cc3cc12
COc1c(Br)ccc2cc3cc(Br)c(O)nc3cc12
COC(=O)c1cc(C)c(F)c2cnc3cc(C)ccc3c12
COC(=O)c1ccc(C(Cl)(Cl)Cl)c2c(Br)c3nnsc3c(Br)c12
CSc1cc(Br)c2nc3cccc(Br)c3c(S)c2c1
COc1c(Br)cnc2cc3cc(Br)cnc3c(SC)c12
O=C(O)c1nc([N+](=O)[O-])cc2c(Br)ccc(Br)c12
O=S(=O)(O)c1nc(C(F)(F)F)c(Br)c2nccc(Br)c12
CSc1ccc2c(Br)c3cc(C#N)cnc3c(Br)c2n1
CN(C)c1ncc(O)c2c(Br)ncc(Br)c12
Nc1ccc2c(Br)c3nccc(S)c3c(Br)c2c1
CSc1cc(Br)c2cc3cc(N(C)C)cc(Br)c3cc2n1
CSc1nncc2c(Br)cc(C#N)c(Br)c12
COC(=O)c1c2ncc(Br)cc2cc2cc(C(F)(F)F)c(Br)nc12
CSc1cc2nc(Br)nc3cc(C(F)(F)F)c4nc(Br)nc1c4c23
Sc1cc(Br)c2c(S)ccnc2c1Br
CSc1ccc(Br)c2ncc(S)c(Br)c12
Cc1cc(F)c2c(ccc3c(C(F)(F)F)c(C)ncc32)n1
Cc1ccc2c(c1)nnc1c(S)c(C)c(C(=O)O)cc12
COc1c(Br)nc2cc(C(F)(F)F)c3cc(Br)nc4ccc1c2c43
N#CC1=C2C(Br)=c3c(O)nncc3=C(Br)C2N=N1
COC(=O)c1cc2c(cc1Br)C(=O)c1cc(Br)cc([N+](=O)[O-])c1-2
COc1c(Br)cc2ccc3cc(Br)cc4c(F)cc1c2c34
Cn1c2cc3c4sc(Br)c(C(F)(F)F)c4n(C)c3cc2c2sc(Br)cc21
Nc1c(F)c(Br)cc2cc3cnc(Br)cc3cc12
N#Cc1ncc2c(Br)cc([N+](=O)[O-])cc2c1Br
COc1ccc(C#N)c2c(Br)c3sncc3c(Br)c12
CN(C)c1nc(Br)cc2cc3ccc(Br)c(C(=O)O)c3cc12
Oc1cc2nc(Br)c(C(Cl)(Cl)Cl)cc2cc1Br
N#Cc1c(Br)nc2ccc3c([N+](=O)[O-])c(Br)cc4ccc1c2c43
COc1cc(Br)cc2c1/C(=C1\C(=O)N(C)c3cc(Br)c(S(=O)(=O)O)cc31)C(=O)N2C
O=C(O)c1c(Br)c(S(=O)(=O)O)nc2nc(Br)ccc12
O=S(=O)(O)c1ccc2c(Br)c(F)nc(Br)c2n1
CN(C)c1nc2cc(Br)c(C(Cl)(Cl)Cl)c3ncc4cc(Br)cc1c4c23
Cc1cc2c(S(=O)(=O)O)c(C(Cl)(Cl)Cl)c3nc(C)ccc3c2cn1
Cc1cnc2c(c1)cc(C(Cl)(Cl)Cl)c1nc(C)c(F)cc12
N#Cc1ccnc2c(Br)c3ccc(N)cc3c(Br)c12
CSc1c(C)ccc2c1ccc1nc(C)cc(O)c12
N#Cc1cc2c(cc1Br)c1cccnc1c1cc(Br)c(N)cc21
O=C(O)c1cnc2c3cc(Br)ccc3c3ccc(Br)cc3c2c1S
CSc1cc2cc3cc(Br)cc(N(C)C)c3nc2cc1Br
CSc1cc2cc(Br)cc3c(N)nc4cc(Br)cc1c4c23
COc1c(Br)nc(SC)c2cc3cc(Br)ccc3cc12
FC(F)(F)c1nc(Br)cc2cnc(Br)c(C(Cl)(Cl)Cl)c12
Cc1cc2cc(S)c3nc(C)cc(S)c3c2cn1
CSc1c(N)c2cc(Br)nc3ccc4cc(Br)nc1c4c32
N#Cc1cc(Br)cc2c3ncccc3c3cc(Br)cc(S(=O)(=O)O)c3c12
COC(=O)c1cccc2c1=C(Br)C1(C(=O)OC)N=NC=C1C=2Br
CSc1nc(Br)cc2cnc(Br)c(C(Cl)(Cl)Cl)c12
O=S(=O)(O)c1cc2cc3cc(Br)nc(O)c3cc2cc1Br
COC(=O)c1c(SC)c(Br)cc2c3ncccc3c3cc(Br)ccc3c12
FC(F)(F)c1cc(Br)c2cc3nc(C(F)(F)F)cc(Br)c3cc2c1
CSC12N=NC=C1C(Br)=c1cncc(N)c1=C2Br
COC(=O)c1c(Br)ncc2cc(Br)c(S(=O)(=O)O)nc12
COC(=O)c1c(C)cc([N+](=O)[O-])c2c1nnc1cc(C)ccc12
COc1nccc2c(Br)c3cc(F)ccc3c(Br)c12
FC(F)(F)c1nnc(C(Cl)(Cl)Cl)c2c1=C(Br)C1=CN=NC1C=2Br
COC(=O)c1cnc(S)c2c(Br)c3sncc3c(Br)c12
NC12N=NC=C1C(Br)=CC(S(=O)(=O)O)=C2Br
COC(=O)c1c(Br)ccc2cc3cc(Br)ccc3c(O)c12
CN(C)c1c2cc(Br)oc2c(C(=O)O)c2cc(Br)oc12
